VIN (Vehicle Identification Number)(1-10),County,City,State,Postal Code,Model Year,Manufacturer,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA2L,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,48,220462882,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
7SAYGAEE3R,Snohomish,Bothell,WA,98012,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,260152931,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051933
KNDPZDDH6S,Walla Walla,Walla Walla,WA,99362,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,16,276164661,POINT (-118.34261 46.07068),PACIFICORP,53071920901
7G2CEHED8S,Skagit,Anacortes,WA,98221,2025,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,40,284515451,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940401
1N4AZ0CP9G,Ferry,Inchelium,WA,99138,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,7,103812901,POINT (-118.19657 48.29812),AVISTA CORP,53019940000
KNDCM3LD4K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,23,228581055,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
KNDCS3LF3P,Yakima,Naches,WA,98937,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,14,249765939,POINT (-120.69972 46.7309),PACIFICORP,53077003002
WAUTPBFF2G,Snohomish,Edmonds,WA,98026,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,21,165842008,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050404
7SAYGDED3T,Snohomish,Bothell,WA,98012,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,287033953,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051936
5YJ3E1EAXJ,Yakima,Moxee,WA,98936,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,15,131702693,POINT (-120.39197 46.55621),PACIFICORP,53077001702
5YJSA1E28F,Snohomish,Lynnwood,WA,98087,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,21,292790340,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041901
5YJXCDE29K,Snohomish,Marysville,WA,98271,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,38,2278076,POINT (-122.17138 48.10433),PUGET SOUND ENERGY INC,53061940001
JN1AZ0CPXB,Snohomish,Everett,WA,98208,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,44,229461711,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
5YJ3E1EB0L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,23,4726634,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091201
WAUUPBFF4G,Whitman,Pullman,WA,99163,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,9,197057717,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
5YJSA1E21J,Yakima,Selah,WA,98942,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,15,171305151,POINT (-120.53145 46.65405),PACIFICORP,53077003400
JTDKN3DP9C,Walla Walla,Walla Walla,WA,99362,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,16,287131449,POINT (-118.34261 46.07068),PACIFICORP,53071920902
1N4AZ0CP5D,Snohomish,Brier,WA,98036,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,1,182979023,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914
5YJ3E1EB2J,Snohomish,Snohomish,WA,98296,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,44,476081371,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
5YJSA1S18E,Kitsap,Bainbridge Island,WA,98110,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,23,144998745,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091001
1N4AZ1CP9K,Snohomish,Marysville,WA,98270,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,38,195919972,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052904
JM3KKDHA7R,Whitman,Pullman,WA,99163,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,9,261064933,POINT (-117.18147 46.73015),AVISTA CORP,53075000201
1C4RJYB62R,Skagit,Mount Vernon,WA,98273,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40,272263736,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952200
5YJSA1E24H,King,Seattle,WA,98199,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,36,169088209,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5YJ3E1EBXJ,Snohomish,Brier,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,1,259241013,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
KNDRJDJH4T,Spokane,Spokane,WA,99203,2026,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,3,289947472,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004500
1N4AZ0CP1E,Snohomish,Everett,WA,98203,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,38,151475544,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041601
5UX43EU00S,Snohomish,Lynnwood,WA,98087,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,21,285955953,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061042004
WBY1Z8C38H,Kitsap,Port Orchard,WA,98367,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,26,211614091,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092101
KNDCM3LD9J,Thurston,Lacey,WA,98503,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22,475654189,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
WBY1Z4C50E,Whitman,Pullman,WA,99163,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,9,289386877,POINT (-117.18147 46.73015),AVISTA CORP,53075000202
1N4AZ0CP8D,Snohomish,Everett,WA,98201,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,38,122815822,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
KNDCS3LF0P,Thurston,Olympia,WA,98502,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,22,229771524,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1N4AZ0CP7D,Snohomish,Lynnwood,WA,98087,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,21,130625498,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
5UXKT0C55H,Thurston,Lacey,WA,98503,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,22,272195283,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200
2C4RC1L73L,Snohomish,Mukilteo,WA,98275,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,21,161576068,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061041301
JN1AZ0CP9B,Thurston,Yelm,WA,98597,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,2,140024706,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
1N4AZ1CP9J,Snohomish,Monroe,WA,98272,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,39,152363067,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052207
WA1E2AFY9N,Snohomish,Lynnwood,WA,98036,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,1,198741266,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
5YJSA1E22G,Skagit,Mount Vernon,WA,98274,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,10,150248227,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200
5YJ3E1EC4P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,228087856,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
KNDC3DLC8R,Walla Walla,Walla Walla,WA,99362,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,270116850,POINT (-118.34261 46.07068),PACIFICORP,53071920701
5YJ3E1EB7J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,32,474885939,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051602
WBY2Z2C59H,Snohomish,Mukilteo,WA,98275,2017,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,21,454003672,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
3FA6P0SU1G,Thurston,Olympia,WA,98501,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,35,474976792,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EB5J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,21,2431131,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051927
7SAYGDEE1T,Snohomish,Monroe,WA,98272,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,285895319,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061053801
JTJHKCFZXS,Snohomish,Everett,WA,98201,2025,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,38,278078223,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
5YJ3E1EA5J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,32,287336514,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051701
3FA6P0SU9L,Island,Oak Harbor,WA,98277,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,10,172516305,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970601
1C4RJXN60S,Thurston,Lacey,WA,98516,2025,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,22,278627338,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012221
5YJYGAEE7M,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,148476786,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051934
1N4AZ1CP3J,Stevens,Colville,WA,99114,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,7,250569301,POINT (-117.90454 48.54657),AVISTA CORP,53065950500
5YJXCBE21J,King,Bothell,WA,98011,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,1,139255560,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803
1FTVW1EV8P,Kitsap,Port Orchard,WA,98367,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,26,263100708,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092701
5YJXCAE21J,Walla Walla,Walla Walla,WA,99362,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,16,120422382,POINT (-118.34261 46.07068),PACIFICORP,53071920902
5YJSA1E50N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,9,186934296,POINT (-117.18147 46.73015),AVISTA CORP,53075000201
5YJ3E1EC5L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,23,3434875,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
5YJ3E1EB4K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1,172680623,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
KNDC4DLC3R,Thurston,Lacey,WA,98503,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,272090766,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625
5YJYGDEE0L,Snohomish,Everett,WA,98203,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,38,120506830,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400
JTDKARFP4K,Snohomish,Lynnwood,WA,98036,2019,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,1,170593937,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
1N4AZ0CP0G,Thurston,Lacey,WA,98503,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,119848158,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
KNDC3DLC2R,Yakima,Yakima,WA,98908,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,270939763,POINT (-120.60199 46.59817),PACIFICORP,53077002801
5UX43EU09T,Snohomish,Bothell,WA,98012,2026,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,1,284679251,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051936
1FADP5FU8H,Snohomish,Everett,WA,98203,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,38,170145258,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041100
5LMTJ5DZ3N,Douglas,Orondo,WA,98843,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,12,219956488,POINT (-120.22795 47.62353),PUD NO 1 OF DOUGLAS COUNTY,53017950101
5YJ3E1EB3J,Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,44,287243183,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052302
5YJ3E1EB2J,Thurston,Olympia,WA,98516,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,22,218077093,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012225
1G1RB6E40C,Skagit,Anacortes,WA,98221,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,40,210856943,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940500
7SAYGDEE3R,Walla Walla,College Place,WA,99324,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,268446951,POINT (-118.38864 46.03456),PACIFICORP,53071920902
1C4JJXN63P,Snohomish,Everett,WA,98201,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,38,237798291,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040700
WDC0G5EB9K,Yakima,Yakima,WA,98908,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,14,202971828,POINT (-120.60199 46.59817),PACIFICORP,53077002804
WBY43HD05S,Snohomish,Edmonds,WA,98026,2025,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,281792535,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
5YJ3E1EA4J,Yuma,Yuma,AZ,85364,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,,349441550,POINT (-114.62461 32.68549),NON WASHINGTON STATE ELECTRIC UTILITY,4027000907
5YJSA1H19E,Snohomish,Monroe,WA,98272,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,39,144914192,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
WBY83FB01R,Snohomish,Bothell,WA,98021,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,273550070,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1N4AZ0CP4E,Skagit,Anacortes,WA,98221,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,40,129558593,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940301
5YJYGDEF3L,Kitsap,Kingston,WA,98346,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,23,281682047,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
LPSED3KA4M,Kitsap,Poulsbo,WA,98370,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,23,288538176,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJ3E1ECXL,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,14,127114214,POINT (-120.60199 46.59817),PACIFICORP,53077000402
5UXKT0C58J,Snohomish,Edmonds,WA,98020,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,32,175204739,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050700
1FT6W5L78R,Thurston,Olympia,WA,98503,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,272109337,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
5YJ3E1EA4J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,21,308961656,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061050200
5UXTA6C07N,Snohomish,Bothell,WA,98021,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1,271598295,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
7SAYGDEE0S,Yakima,Yakima,WA,98908,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,280261831,POINT (-120.60199 46.59817),PACIFICORP,53077000902
5YJ3E1EC5L,Grant,Moses Lake,WA,98837,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,13,122170345,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011101
5YJXCBE43G,Island,Clinton,WA,98236,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,10,116993061,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100
5YJ3E1EA7J,Skagit,Mount Vernon,WA,98273,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,40,334758462,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952304
1G1FZ6S0XL,Snohomish,Snohomish,WA,98296,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,1,254842738,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
ZASPATCW7R,Thurston,Olympia,WA,98516,2024,ALFA ROMEO,TONALE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,22,260671995,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012221
1N4AZ1CP1J,Skagit,Burlington,WA,98233,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,40,107812813,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951600
1G1FZ6S04L,Chelan,Wenatchee,WA,98801,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,12,282333677,POINT (-120.30521 47.41493),PUD NO 1 OF CHELAN COUNTY,53007960801
7SAYGDEE9N,,,BC,,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,,224286394,,,
JTJAAAAB9P,Yakima,Yakima,WA,98901,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,286301095,POINT (-120.50729 46.60464),PACIFICORP,53077001503
KM8JFDD2XR,Thurston,Lacey,WA,98503,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,22,269356097,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
1C4RJYD67N,Thurston,Olympia,WA,98513,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,2,291587061,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331
1C4JJXP60M,Yakima,Naches,WA,98937,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,14,154905880,POINT (-120.69972 46.7309),PACIFICORP,53077003003
1C4JJXP6XN,Spokane,Spokane,WA,99201,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,3,254057289,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,53063002300
KNDPYDDH8S,Island,Langley,WA,98260,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,10,285146172,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJSA1E17F,Skagit,Mount Vernon,WA,98274,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,10,223330852,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200
5YJ3E1EB6K,Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,23,251957548,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
7SAYGDETXT,Snohomish,Bothell,WA,98021,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,290530628,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1N4AZ0CP2D,King,Covington,WA,98042,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,47,350006814,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005
